2005^  While broadcast TV audiences dwindle and moviegoing stagnates, gaming is emerging as the newest and perhaps strongest pillar of the media world. So it's no surprise film studios, media giants, game makers, and Japanese electronics companies are all battling to win the Game Wars. When Electronic Arts Inc spent $800 million to lock up ESPN content such as X-Game sports competition for use in games for the next 15 years, it was just the latest jolt to an industry in which megadeals have become as commonplace as laser-toting ogres. Next came the news that Microsoft Corp plans to produce the movie version of its Halo megahit video games, which have raked in $600 million since 2001, rather than handing the job to a studio. Gaming is exploding in all directions - going online, mobile, and global. On Web sites such as Microsoft's Xbox Live, 1.4 million hard-core gamers match up their reflexes in multiplayer shoot-'em-up games for bragging rights in cyberspace. Even the tiny screen is grabbing attention, as cell-phone titles take gaming anytime, anywhere. By 2008, the markets for online and mobile-phone gaming are expected to top $15 billion and $13 billion, respectively.
2005^  The mad land grabs in media and entertainment orchestrated by larger-than-life founders have run their course. In this twilight of the moguls, a new, younger generation of executives is waiting in the wings to inherit an industry in upheaval. Today's executives have to manage in three dimensions -- constantly imagining their books, magazines, movies, shows, and games in an array of digital forms. Back in the fall of 2000, when Major League Baseball came calling, Robert A. Bowman was faced with adapting the 120-year-old game for today's fans. As CEO of Major League Baseball Advanced Media LP, the Wharton MBA decided early on to deliver online and digital services directly to fans, without an intermediary such as Yahoo. MLB.com, with revenues of about $125 million last year, sells 30 services, from live video and audio of full games to fantasy baseball video-games, all available on the Net and on cell phones. No media company is immune to the lesson learned by the loss of 30% of music sales in recent years through illegal file-sharing and CD burning. So Michele Anthony, 48, executive vice-president at Sony BMG Music Entertainment, stumps on college campuses, hoping to steer students away from stealing music. As executive vice-president for business development and digital media at NBC Universal, R. Brandon Burgess is the front-line guy for new revenue streams. Burgess helped in the rollout last year of NBC Mobile, which offers cell-phone users two-minute-long video news broadcasts.
2005^  In the marketing departments of some of the world's biggest advertisers, online video represents a golden opportunity to move beyond the 30-second spots that TV viewers so often zap or ignore. These advertisers view online video as a laboratory for new ways to connect with customers. And they're busy figuring out ways to use the Internet to transform the most powerful advertising tool in history: television. The internet has been promising this video invasion for a decade. But the growth of broadband connections is finally bringing video into the mainstream. For now, the trend is to use video ads online as extensions of TV campaigns. In this new ad world, it's often better to whisper the brand than to shout it. The key is to create buzz and to spread from friend to friend across the Net.
2005^  These are the early days of video blogging. Most of the postings on the Web are rough and tedious - little more than home movies. But the success of Rocketboom and a few sites like it underscore the potential of video blogs. Cheaper video recorders mean just about anyone can make videos, while the spread of speedy Net service means almost anybody can watch clips posted online. The result? The Internet is coming alive with a mix of video, from the polished parody of Rocketboom to the raw interviews of reporters. As these videos flow into the living room, they will reshape what we think of as television. Amanda Congdon and Andrew Michael Baron have no doubt their quirky show is the future. So while Rocketboom shows are lighthearted, the two are dead serious about their work.
2005^  Suddenly, broadband is opening the floodgates for a new kind of TV show -- only not on TV but online. In just the past few months some of the biggest TV names have announced new broadband channels, from MTV Networks to Comedy Central to ABC News. If you thought the 400 cable channels focusing on everything from golf to anime were already cutting niches thin, broadband TV is going a step further. It has the makings of another Internet gold rush. With improved speeds and video quality online, not to mention broadband's growing reach (estimated conservatively to be in 40 million U.S. homes by yearend), TV executives are rushing to connect with younger audiences that are less and less riveted to traditional TV. Getting a foothold on the Internet, especially if it creates buzz, is also a way to recapture ad dollars that have migrated away from the 30-second TV spot. On the Web, ads can be positioned strategically next to programming and measured with greater accuracy.
2005^  As much as one terabyte of data is added to the Net each day, researchers say. That's the equivalent of 50,000 short videos, 250 million magazine stories, or 500 million blog entries. Is there any way to sort through it all to find what you truly want? One answer may be found at a little-known San Francisco startup called digg. Founded by Jay Adelson and Kevin Rose, the company's Web site pulls together articles, links, and other info, largely about the tech industry. What's unusual is the method by which content is organized. The company relies on its 80,000 members to unearth the most interesting goodies on the Net each day. It's an early example of the collective strength of online crowds -- and hints at how the sea of online video, podcasts, and blog entries could be organized in the future.
2005^  Is there redemption in cyberspace? That's the question for Brad Greenspan, a 32-year-old entrepreneur who started his first business from his dorm room at the University of California at Los Angeles and helped launch one of the Internet's biggest hits, the wildly popular social networking site MySpace.com, when he invested in it in 2003. Today he's backing what he bets will be the Next Big Thing: a social network site called Vidilife that is using online videos to lure Net surfers, a sort of MySpace for the video crowd. Traffic has been promising so far: 220,000 unique users in October, six weeks after launch in September, according to Internet ratings agency comScore Media Metrix. Vidilife is more than just a business move for Greenspan; he needs it to help restore his street cred as a Net mogul. That's because he never got to celebrate MySpace's huge success. He was forced from the company he founded.
2006^  All Chad Hurley and Steve Chen wanted to do was share some videos from a dinner party with a half-dozen friends in San Francisco. It was January, 2005, and they couldn't figure out a good solution. Sending the clips around by e-mail was a bust: The e-mails kept getting rejected because they were so big. Posting the videos online was a headache, too. So last February the two buddies got to work in Hurley's garage, determined to design something simpler. What they came up with is a Web site, now called YouTube, that has become an Internet phenomenon. In 11 months the site has become one of the most popular on the Net. It shows 30 million videos a day and drew 9.1 million people in February, says Web measurement service Nielsen//NetRatings. That makes the upstart one of the biggest providers of videos on the Net, ahead of Yahoo! and Google and just behind Microsoft, according to the Nielsen//NetRatings estimates. The trouble is, the freewheeling approach that has made YouTube a hit could be its downfall. Users have been posting videos that are still under copyright, without any of the required legal approvals.
2006^  YouTube is evolving into a sort of eBay for video: the first place you go to find a clip, but also a place where more folks are itching to get rewarded for supplying it. A growing group of creative types is furiously producing clips, video blogs, and animated shorts with the hopes of making money through advertising or selling DVDs. While YouTube promises huge distribution, the site and its users are just starting to sort out how to apportion the power they've suddenly acquired. Bob Tur's lawsuit shows the fine line that YouTube is walking as it attempts to build its business model. Tur is suing because his videos of the Los Angeles riot and other events were uploaded without his permission. Although lawyers agree that YouTube should be protected by copyright law as long as it responds to content owners' requests to take down their works, it entered uncharted territory when it recently began adding ads next to search results. The law prohibits a site from benefiting financially from infringement, but the company argues that it's protected since it doesn't sell ads against individual videos. Still, the courts haven't set clear boundaries.
2006^"  YouTube's lonelygirl15, also known as Bree, and her best (and only) pal, the schlumpy Daniel, have been starring in videos posted to YouTube since mid-June. But already lonelygirl15's YouTube ""channel"" is the second most subscribed to of all time, and each video elicits thousands of viewer comments. Bree and Daniel are proof that a secret-handshake-styled series of short videos can be a bona fide hit. Alas, the bookish and cute Bree is not real. Or at least not what she purports to be. A hot and near obsessive debate about all this is playing out in video responses posted to YouTube and on countless blogs. Early chatter suggested a few theories: The videos were a corporation's viral marketing campaign; a teaser for an unknown major entertainment property; or something dreamed up by an obscure Christian sect, occultists, or Scientologists. None of this, by the way, affects the genius-in-miniature of the ongoing lonelygirl15 saga, or its triumph as a new form. No soap opera was ever this good."
2006^  YouTube Inc. is the Internet company to beat these days. With all the excitement, it's easy to forget that the video-sharing pioneer's business so far amounts to a whole lot of expenses, not much revenue, and no profits. Because the company is charting a delicate course in how it handles pirated videos, its legal costs could balloon if lawsuits start piling up. Even more important, though, is the tricky question of how YouTube can make money off its phenomenal growth while maintaining the promise behind that popularity. YouTube could easily alienate its users by overwhelming them with ads. And the startup has to figure out how to attract a broader group of marketers by filtering more for copyrighted or offensive videos and by creating more channels of similar content.
2006^  Everyone from Time Warner and Viacom to Yahoo! and Microsoft is under enormous pressure to acquire the next MySpace or YouTube. But amid steadily rising valuations, Old and New Media executives alike are afraid of overpaying and being punished by their shareholders. They are seeing a valuation gap that sometimes doesn't make sense, says Wade Davis, Viacom's senior vice-president for mergers and acquisitions, who has overseen a handful of Web 2.0 deals whose prices collectively are well below what Google is paying for YouTube. Time Warner Chairman and CEO Richard D. Parsons, still dealing with the aftermath of the disastrous merger with AOL in 2001, has similar concerns. Paying up is less of a concern for a Google, of course. While Old Media continues to suffer from lagging stock prices and tepid advertising revenues, Google, Microsoft, and Yahoo have huge cash hoards, manageable debt, and, in the case of Google, a lofty stock price. Paying $1.65 billion for YouTube amounts to less than 2% of Google's $130 billion market cap - and the big bet on the video-sharing site could be as much about gut and ego as it is about hard-nosed business sense. Nonetheless, some analysts see a lot of froth in the market, and the risk remains that even highfliers like MySpace and YouTube could flame out if their fickle, youthful audiences decide to move on.
2006^  With all the hubbub around Google Inc.'s purchase of YouTube Inc., it's easy to think that three-minute, streaming clips mark the culmination of the online video revolution. The next few months will see the unveiling of a slew of innovative approaches to dishing up video. They range from the much anticipated launch of something called the Venice Project, by the founders of Skype Ltd., the Internet phone service, to the rebirth of BitTorrent, the video piracy software of choice as a legitimate business. Rather than join the 150 YouTube video-sharing clones dishing up short, static-ridden videos, the Venice Project is tackling the problem of streaming long videos of nearly high-definition-TV quality in a cost-effective way.
2006^  In the past year, cellular-service providers and phonemakers have begun moving to faster networks, including something new called WiMAX, which is like Wi-Fi writ large. This will unleash a flood of innovative mobile gadgets and services that will stretch the definition of wireless as we know it. This latest phase of the mobile revolution is intimately tied to the abrupt rise of media-rich social networks such as Google Inc.'s YouTube and News Corp.'s MySpace.com. Groups of friends crave connectedness, and they achieve it by swapping photos, music, and video clips, immersing themselves in a shared chronicle of daily life. To participate, you used to have to sit in front of a computer screen. Now the handset, stuffed with content you purchase or create, will become your personal television network, your music studio, and your wallet for dispensing digital money. South Korea and Japan have emerged as oracles of mobility. More than 3 million Koreans regularly use their mobile phones to log on to the giant Cyworld social networking site. Both Japan and Korea are starting to roll out speedy WiMAX data networks that can deliver wireless broadband access to entire cities.
2006^  Far from the land of dogs on skateboards and Webcam yakkers on YouTube, the online genre of scripted programs is attracting small but passionate groups of fans. The networks and talent agencies are watching closely, and the phenomenon is giving indie filmmakers new ways to get their works seen. Given these webcasts' ability to generate dedicated followers, their potential seems particularly attractive to advertisers. Advertisers are looking for a Google-like system that will tell them where and when to put their ads next to scripted Web shows. Another alternative would be a site that hosts many such niche shows, so it would have the economies of scale to serve up longer, higher-resolution videos and maintain an ad sales force.
2006^  Six years after the Internet bust dashed hopes that original movies and shows would fly in cyberspace, online production is back. And it's not being fueled by Hollywood suits and high-priced directors who crowded the Net in 1999. Today a small army of computer jockeys from Santa Monica to Brooklyn is quietly creating a New Hollywood by conjuring up hundreds of short bursts of animated or live-action entertainment from their second bedrooms or kitchen tables. Companies are taking notice, placing products in the films themselves or running ads next to the videos. Going a step further, companies eager to connect with a younger audience are hiring these new filmmakers to create commercials. It's a tough way to make a living. Free content on the internet drives the price down for even the hottest pros cranking out films for the Web.
2006^"  Nearly 40 years ago, in a blue-collar Irish neighborhood in Scranton, Pa., Judy McGrath fell in love with music. Her life took a magical detour that led her to write on-air promotions for a new invention, music television. Twenty-five years later, she is chairman and CEO of MTV Networks Co. The $7 billion-a-year operation she oversees is a collection of some of the most recognizable brands in the business, from the original MTV to Nickelodeon to VH1 to Comedy Central. Their programs are seen in 169 countries and heard in 28 languages. Today the girl with a bohemian streak and rock 'n' roll dreams has one of the biggest and most challenging jobs in media. The music channel may have seemed bold and experimental when it began in August, 1981. But the MTV empire today is a staple of the media Establishment and faces a slew of new threats. After all, it's the iPod era, a broadband world, and the online generation is defining for itself what is edgy and new. Ratings may be strong for many of the channels, but the original MTV isn't the must-see it was. So McGrath has declared ""a digital Marshall Plan."" It signals the end of the one-screen company. The troops must now deliver services across new broadband channels, over cell phones, and via video games. No piece of the network is under as much fire as the core MTV channels. And McGrath is doing something alien to the start-from-scratch culture: seeking acquisitions and partnerships."
2006^  A year ago, Yahoo!'s ambitions in the media industry were nothing short of audacious. Yahoo! Inc. execs spoke of creating smash-hit, medium-defining programming for the interactive world. The company furiously set to work on a number of high-profile content ideas, from adapting the abandoned reality-TV show The Runner into a multimillion-dollar Internet program to developing a home-electronics reality contest, dubbed Wow House. Today, after a turbulent year in the media business, Yahoo is singing a much more modest tune. Large projects such as The Runner are in a holding pattern as Yahoo susses out the potential business opportunities. Wow House has been sent back to the drawing board. Yahoo's original content endeavors, from celebrity blogs to the online reality shows, have fallen flat or been stuck in development. Certainly, Yahoo has plenty going for it. The company boasts over 400 million visitors and a media division that streams more music videos than anyone else each month. But its reluctance to aggressively pursue outside content unless it can add its own twist could hurt its efforts to pull in advertisers.
2006^  Their knack for numbers has helped turn the Internet into an advertising sensation. No medium before has been able to provide advertisers with such detailed information on how many people see an ad--and how many respond to it with a click. This apparent precision has helped hoist Google Inc. into the stratosphere. And it has powered phenomenal growth across Internet advertising, from banner ads on smart-alecky blogs to movie videos jumping out from Yahoo!'s home page. But not all the Internet numbers tell the truth. The same technology that's smart enough to target ads automatically, and to count them, can also be engineered to churn out false clicks by the millions. And concerns about privacy are leading an estimated 10% of Web surfers to erase their Internet cookies on a regular basis. The race is on to find new ways to track customer behavior. Advertisers and agencies are tracking the to-and-froing of the mouse on Web pages, and they're finding new ways to group shoppers by age, Zip Code, and reading habits.
2006^  Owners of TV stations once had to try to mess up the business.Oh, sure, there was competition from cable, endless wrangling with the networks you did business with, and costly local news wars, fought with expensive gimmicks like news choppers. But local TV was a relatively undisturbed patch of the sandbox. Then Apple unveiled the video iPod. And ABC started selling programs as $1.99 downloads before subsequently announcing that it would stream shows over the Web, sell ads around them, and not share those revenues with local station affiliates. But sometimes the Web can give back some of what it takes away, and there's untapped upside for local TV guys online. Ad agency folks will tell you that there's more demand for Web video ads--for a local station's site, the ad snippet preceding, say, sports highlights--than there is inventory. The growth of these ads may not make up all the money local TV players would lose should many viewers forsake their local station for streamed or downloaded shows. But given the high prices online video ads command, they might get close.
2006^"  If movie studios hope to dodge the fate of the music industry, whose growth was cut short in part by illegal downloading, they need to come up with a solution to illegal copying. So studios are prodding the feds to put some fear into pirates. The goal: stem the $6.1 billion that the industry estimates was lost to illegal copying in 2005. Half of pirated material is in DVDs sold on street corners, but $3 billion comes from pirates stealing digital movies and posting them online. A global investigation is methodically targeting piracy rings from Chicago to Charlotte, NC, to China. To date, a California investigation has won 24 convictions. The picture that emerges from these investigations is of loosely knit cybergangs, driven more by competitive zeal than profit motive. A skilled ""cammer,"" who records movies in a theater and sends them off for uploading to the Net, can make up to $2,000 per film. But most pirates are in it for the thrill of proving their coding skills."
2006^"  According to angry consumers and the New York State Attorney General, Direct Revenue makes ""spyware."" These programs track where you go on the Internet and clutter your screen with annoying pop-up advertisements for everything from pornography to wireless phone plans. Spyware can get stuck in your computer's hard drive as you shop, chat, or download a song. It might arrive attached to that clever video you just nabbed at no charge. Web security company McAfee Inc. estimates that nearly three-quarters of all sites listed in response to Internet searches for popular phrases like ""free screen savers"" or ""digital music"" attempt to install some form of advertising software in visitors' computers. Once lodged there, spyware can sap a PC's processing power, slow its functioning, and even cause it to crash. The Web is the hottest game in advertising, but what's rarely acknowledged is the extent to which unsavory pop-ups boost the returns. Some advertisers say their messages have appeared in pop-ups without their permission. Others seek out pop-ups, and Direct Revenue frequently sells ads directly to such advertisers."
2006^  The typical Fendi ad is beautifully styled and impeccably shot, but totally static-models toting $2,000 handbags are frozen two-dimensionally on glossy pages. That's all changing in late September when Fendi's first video ad goes live on Style.com, the online home of Vogue and W magazines, just in time for the Italian fashion shows. The video will be peppered across the site, jumping out as a full-screen pop-up and rolling as a 15-second clip before Style.com's videos of the collections. Fendi is just one of a bevy of luxury-goods retailers, including Valentino Fashion Group and Bottega Veneta, that Style.com has recently lured onto the Web. The six-year-old site attracted 88 advertisers to ply next season's swingy spring dresses online during September's New York Fashion Week, a 54% jump over last year. Designers, who rack up $14 billion in sales annually, realize they need to follow the changing habits of customers, who increasingly are snapping up the latest must-haves online.
2006^  The dilemma facing any owner of copyrighted works continues to be how to compete with free given that the unauthorized use of online of books, music, and videos is still rampant. But Mohen's plan is to offer music free and still ensure that the record labels get paid. The concept? Sell advertising and offer music companies the bulk of those revenues. To help woo Madison Avenue, Mohen hired Robin Kent, a former chairman of ad giant Universal McCann Worldwide, to be his CEO, and SpiralFrog was born. SpiralFrog is one of a handful of new services introduced in the past two months that offer music, videos, and, in one case, books for free in exchange for users having to view advertising.
2006^  Move over, MySpace. Just as the big online social networks are branching out, trying to reach an audience broader than teens and Gen Y, a raft of upstarts hopes to reach these same prospects. To attract older or less tech-savvy folks, they're offering ever-more-targeted services that can be personalized to people's existing social groups and interests. These new social-networking sites range from karaoke and photography communities on Multiply to canine sites on Dogster and community TV-style personal video sites and mothers' groups created using do-it-yourself services such as Ning and PeopleAggregator. The big question is whether these sites, which depend largely on advertising for revenues, can overcome the awesome momentum of such leaders as News Corp.'s MySpace, with 130 million users and 8 million more each month, and Facebook, with 12 million people.
2007^  Video producers and would-be stars are pooling their talents and cheap digital cameras to create Wallstrip, a daily show examining top-performing stocks. The timing seems perfect, with pioneering online video series such as Rocketboom and Ask a Ninja drawing hundreds of thousands of viewers and Google Inc. snapping up YouTube for $1.65 billion. Many people are now betting that 2007 will be the year money starts flowing to top indie video creators. what really sets Wallstrip apart is its ambition in the business news arena. Wallstrip creator Howard Lindzon, a small-time hedge fund manager with an eye for Internet startups, is betting that a short, savvy, tongue-in-cheek approach will create a highly profitable niche among twenty- and thirtysomethings turned off by old-school business news. Instead of focusing on price-earnings ratios and the opinions of Wall Street analysts, most episodes of Wallstrip zero in on a single stock that has recently hit its 52-week high.
2007^  Ricky Van Veen is editor-in-chief of CollegeHumor.com, a media play single-mindedly devoted to the (sophomoric) collegiate mind, and he's co-founder of its parent company, Connected Ventures. Last summer, Barry Diller's IAC bought the lion's share of Connected in a deal that valued the company substantially north of $20 million. Despite CollegeHumor's frank raciness, it has helped make ads for its site with some of the biggest brands out there, including Ford and Procter &amp; Gamble. The first ad CollegeHumor made was for a site selling kits enabling consumers to beat drug tests, back around 2001, so the outfit has come a long way. Before its sale, Connected, which also owns clothing company Busted Tees and video-sharing site Vimeo, projected it would gross $10 million in '06.
2007^"  On March 13, Viacom sued YouTube for $1 billion. The Google-owned unit is ""stealing value,"" the complaint alleged, by airing snippets of shows like its Comedy Central hit South Park without paying for the right. Meanwhile, in the other part of Sumner M. Redstone's media empire, we have CBS literally cuddling up to YouTube. If CBS and Viacom have radically different approaches to the world's most popular video service, it's largely because CBS believes it needs YouTube (at least for now) and Viacom believes it doesn't (unless it gets paid). CBS and Viacom both want the same thing: a deal that allows them to leverage YouTube's mass appeal while getting paid. But hammering one out could prove maddeningly difficult. It's no secret that Google/YouTube, despite months of negotiations with a number of parties, has yet to sign a revenue-sharing contract with any major U.S. film or TV studio."
2007^  Give it up for NBC Universal and News Corp., because in late March the two old-media titans made the biggest splash for a nonexistent product since the iPhone. News Corp. and NBC Universal have nothing to show for their ambitious Web video destination site and service (not even a name, so I'll call it NewTube), aside from syndication agreements with Yahoo!, Microsoft's MSN.com, and Time Warner's America Online, along with a fairly detailed business brief. Among other things, NewTube's videos can be embedded on any site, YouTube-style. But unlike YouTube thus far, they'll come with Big Media-approved copyright protection and, at least in some cases, a small share of ad revenues. For media geeks, NewTube (its executives, unsurprisingly, prefer the clunkier handles NewCo or NewSite) is big news. But the venture, expected to launch this summer, is merely one of myriad developments that will remake the world of Web video in the next few months.
2007^  It's Tuesday in Mountain View, Calif., and that means Seth Sternberg, Sandy Jen, and Elaine Wherry have retreated to Fiesta Del Mar to hold their weekly founders' lunch. But this is no ordinary week for the three friends who 21 months ago started Meebo, a new type of instant-messaging service. Just a week from now, on May 15, they're launching a product called Meebo Rooms that could boost them into the big leagues of so-called Web 2.0 companies. With a year or two under their belts, they're trying to move beyond early-adopter audiences and go mainstream. With Meebo Rooms, individuals and media companies create pages around a topic--motorcycling, say, or Bollywood movies. Then visitors can step in to chat and post videos and photos. Like YouTube videos, these rooms also can be posted on other sites and blogs.
2007^  Videos from YouTube and all other streaming media sites on the Web have one big disadvantage: For all but the very tech savvy, it's difficult to download them or take them with you on the road. RealNetworks has the best solution so far. The latest version of RealPlayer, which will be available for free download by the end of June, lets you record any streaming video available on the Web that is not copy-protected and save it for offline viewing. You can even download some of the content to many handheld devices, although this is harder than it ought to be.
2007^  Over the past year, the telecom industry has roared back to life. Credit a steady rise in appetite for broadband Internet connections, which enable easy consumption of watch-my-cat video clips, iPod music files, and such Web-inspired services as free Internet phoning. Indeed, this year broadband adoption among U.S. adults is expected to cross the important threshold of 50%. Capital spending is on the rise as companies invest to build high-speed networks. Private equity players are placing enormous bets on the industry, such as the $8.2 billion that Silver Lake Partners and the Texas Pacific Group agreed to pay for networking gearmaker Avaya on June 5. And the glut in broadband communications capacity is all but gone. About half of the Internet's transmission capacity was going unused in 2002. Today that pipeline has almost doubled in size, and yet the unused portion is down to about 30%. As a result, the price that companies pay for bandwidth in some parts of the U.S. is on the rise after six years of declines.
2007^  As Disney prepares for the August TV debut of High School Musical 2, that other kiddie music juggernaut, Kidz Bop, is pushing beyond its CD genre. Razor &amp; Tie is expanding the brand. Kidz Bop's recently redesigned Web site emphasizes music videos, many made by 6-to-12-year-olds, who upload directly a la YouTube. Traffic quadrupled during the new site's first two weeks, when there were more than 1.3 million video-clip streamings by 400,000 unique users.
2007^  The Archos 605 Wi-Fi video player, on sale Sep 1, 2007, is reviewed. People tend to associate Archos with portable media players, but this silver-and-white model also surfs the Web, downloads content, and docks with a TV. Even novices should find it relatively easy to operate, thanks to intuitive icons on a high-quality 4.3-inch touch screen. The Archos Content Portal, represented by one of those icons, lets you download movies and TV shows from CinemaNow. There's also a music download service called BurnLounge and a link to YouTube, and Archos may announce several other content partnerships. On all models there's a built-in Web browser with Adobe Flash Player support, which improves the hunt for Web content.
2007^  In an echo of the tech bubble, once-iconic Internet analysts Henry Blodget and Mary Meeker are battling it out again over stock valuations. But this little rivalry involves estimates of how much Google can make by overlaying ads on videos viewed at its popular YouTube site.
2007^  Forget the powerful companies that are pouring money into new ways to bring TV into the Internet Age. Some video gamers have figured out their own solution. Using features pre-installed in their game consoles, they call up software from Orb Networks that lets them view Web sites, YouTube videos, or digital music collections on big-screen TVs. Don't try this at home if you aren't a real techie. Orb's controls and setup are plenty complicated.
